Id,SalePrice
480,200295.11113300244
2845,110222.32708374306
2387,305461.46099241986
2407,193610.6921137512
2527,169810.50246563973
2514,136767.9356680957
629,132907.55130039412
80,216343.45429401437
1876,130162.81112739386
1546,122098.75639842439
2518,163992.72308122797
2347,144110.71665054862
783,238236.28868000745
1322,40344.24157909618
194,89343.95137124462
1770,303053.9945173679
2143,142553.7558656925
1229,210280.20754609245
511,289822.3221949942
46,211215.54494948557
1348,143299.67209351773
2465,192968.9423246655
387,225844.17551857978
873,231824.2674319828
1918,117555.7030046304
2764,255053.49056556833
2184,137551.92185771267
934,140811.04587564687
1920,125858.86525594734
2631,137799.70446345606
1768,727290.3539772679
2040,124490.99353372306
1749,234015.52651369933
834,243752.10338167893
1457,240194.6654850433
79,121616.25318980461
2302,133888.0280575978
1817,149600.3176390729
2755,234863.00138059643
359,169013.29051923635
2059,111460.06027029466
2092,270010.7145216549
2516,225171.19164058298
150,111037.26399718027
1656,138472.6596831883
83,107744.25257797213
2411,184728.37204744807
795,69232.90923125832
2312,212866.3578491176
2917,117748.56913991238
1624,180434.93317681632
2215,252919.58518854144
1211,155221.91765139706
1485,146023.55032337678
1024,180496.28117827757
570,192809.54480660055
2874,132596.2176158768
700,105010.15052143612
2756,211323.45952691196
2022,168910.28673012275
583,216474.06427379
2392,389038.00598322984
2424,182070.8480204657
212,105243.55327166803
736,128687.69573472405
1610,145229.16543443152
890,114207.71078465774
467,192094.3229887943
578,223226.56953120325
1747,193181.3276138429
1149,157891.8845504017
2758,260864.4821916843
857,111243.42721144191
2219,266504.0012919988
733,102197.37645747024
2909,117781.39973927301
1798,266297.88919631357
235,133321.24894787394
2366,124583.64984201768
1027,138681.1612624646
1195,125527.44496699597
1303,52023.525827529025
148,180802.03676648054
608,160575.4282670943
2515,206454.34827778256
821,266710.0139485176
2500,276329.31257672375
745,106610.40127266373
741,122766.4956988123
1611,143244.61231695197
2532,126305.30247056915
1081,236973.91762501223
1692,470203.9381476014
2520,185881.68087696237
276,111506.6077448664
1992,143794.35787081276
663,88367.32612754987
418,118460.03233185783
1733,202688.25953799975
2359,155425.26046643546
253,174329.9686736653
1518,200703.7396312264
2035,142865.0333823003
2919,75540.31843613333
1540,224254.48649586202
2120,146115.35383101855
1674,181254.0892927776
256,146760.77777674852
2361,103078.99418098934
978,67790.05549936509
2280,132188.43838058854
2095,244995.90691860416
1709,342593.7798579193
2801,249602.61549178534
1246,119884.67242158635
2373,96224.13315369608
1055,269314.784896435
2017,127384.33162715088
1099,282176.55657863687
1344,73162.2675213525
835,188881.95087337785
1117,204122.9508910433
2043,95395.76097732247
2085,113805.59322179062
410,138098.00990459113
2650,118330.77234136558
2867,162455.96807848825
1668,116466.0059820402
1161,165237.43729197944
2122,167641.96247236116
2539,148008.41319420736
1047,149840.93599529786
1445,133800.2806803896
541,154847.8758740686
569,223218.2871610372
1276,130128.65368263901
918,151303.25624058908
326,173068.64793796162
1936,138845.08389113075
895,93438.12211385241
257,143154.80308903637
1241,190880.4992298195
1545,116659.72085205407
1189,174609.80965728895
270,130385.09508309548
2066,176503.6196343879
693,105700.29278922058
1259,144502.78624734015
2916,164025.86952654086
2321,293999.9705377559
1977,90692.74002601649
1895,141795.40492774022
1240,173784.51626981527
85,148849.87614447996
1823,103763.91531045467
825,308191.91826252895
110,232814.73168585217
697,129733.30711649754
2297,116037.19389930391
1231,134696.90639984352
1355,123395.70441025612
968,369638.9046718753
584,207186.2753190049
1315,131022.42391100444
1606,139044.73190572357
206,142646.09457997791
1685,350551.5758984686
2016,136381.3832282956
869,203539.75803144276
2135,133318.65012004564
2346,176631.7114596034
2430,236968.81523430347
2198,90779.6685690718
2652,127425.13099073316
27,101756.59720399952
241,174984.7209200143
906,117647.8026304089
1506,135036.01471163973
2098,385637.4499492701
1435,223812.86497791694
2213,138350.70795310137
1274,138675.23882099544
743,38872.15910637798
1737,192531.74465104274
2797,301449.96394650615
2185,60761.50744450593
58,160787.7140678598
830,199712.3949370475
808,114883.91404731025
680,133654.11727547983
1153,119334.76358971267
1291,143228.113411171
1818,157059.73888062336
2161,178860.4405686442
1883,128512.29994165571
350,387247.84710684884
2473,164620.57480201055
295,168751.6265178558
293,189946.22967628122
859,138422.28827997344
288,74909.37319318799
1578,161415.0302658251
102,185619.21753403428
2831,151036.6604822568
1030,166665.3801641583
2551,146134.0884448667
1286,153497.80233465135
958,315320.6367621573
776,130399.87309339363
72,244243.16971916973
2263,247001.30180434382
1866,150811.15494713956
2876,67369.69197433512
2146,249605.46003836172
103,172022.82401163515
1500,143598.0360008711
492,194478.07825142017
167,137707.5043567198
2597,126824.9327444788
2685,123366.03784572147
1035,162328.0395279954
1220,68044.33297698898
2602,154683.3785907192
2159,218432.30229934026
695,141487.87998569873
1109,267290.23249653063
640,191361.72511335812
1652,146477.70001832175
2090,200318.049786921
1188,185214.6976769336
2345,230724.69494703517
1059,422751.9448318583
2751,237264.84965945862
128,233784.6856204765
1523,187229.43376098736
2925,191155.0753914693
2145,315639.4153618545
1121,205827.26573900075
566,291691.43935750227
565,226755.0719172354
1331,128703.93984802347
2928,124534.30705735087
156,141106.14196018863
797,137131.12366279226
327,75046.31567554548
2859,143460.41883554962
1453,126454.29921597219
1762,355114.8520092092
1868,218391.62323452428
1760,178598.460925926
1113,233690.59013531264
1812,196226.26527422946
117,142902.39804439468
1142,213079.95398855372
2342,410502.38188836805
927,139524.95993320807
2478,176143.95322951756
655,81174.39866963704
2064,127773.89595039363
369,267250.6370701934
2239,119334.9702822261
2732,220644.35359435028
1653,170987.84892130888
959,202258.6359443008
2395,340646.4776085166
1412,114056.46829990624
271,246318.78654026904
1484,139233.02482478193
1497,149250.79425514757
552,148648.92511218798
2,129540.29485245491
1855,335185.7633328993
4,278682.7251269978
2292,148897.9340103278
134,143743.6842211577
646,113231.2261443513
42,270572.7732679837
532,230265.25224357867
713,72762.51368238986
2561,131978.08022156032
2360,141532.37009666325
1333,122492.94782703056
1407,255371.2948865957
2892,334622.38536443096
574,227197.70290832839
1227,194830.93613219855
2591,223973.54395489837
1476,220510.522759708
1125,264942.8720979616
1446,127089.89563865971
408,113918.70768892858
1101,293441.96844007156
2251,196356.22044213803
373,187261.10474017798
2554,136412.00283665152
2382,257243.63830932043
1985,80295.44496893615
519,230955.50490221428
1093,190798.89344832487
864,258172.03966660344
2889,153230.89087560633
2308,180121.813356261
986,164839.78189673496
1302,144729.81918147078
585,141805.40980810218
2708,145888.50654921622
147,125243.29118586844
1441,236093.54079677234
383,180590.38694797433
285,153448.00400655402
181,108595.44709659251
358,174762.62197347335
780,159423.6567689845
258,179585.855983185
1865,204178.18453469
692,118554.18018855376
2902,344903.375097255
508,245905.1092510136
2638,149550.5405059571
36,134436.8659107393
611,164396.42661770992
2281,153083.30856663908
1678,123665.47786557756
1696,501057.4262969376
1557,64267.451281031244
2180,145168.76759708684
1726,195758.96831250784
951,148028.90835994144
267,233124.16309575958
2706,135386.05462344177
2221,238473.38578655792
1357,172093.13688847655
2901,322108.06100014586
347,170147.10689428786
2164,189578.38799198135
1586,320791.8022837548
360,166229.60501097003
1769,253342.0525962126
2617,170191.74339460453
1879,130956.49569749052
991,210429.08510781522
1535,112217.31363220525
1191,154997.0719159
1579,206047.68016980367
1882,147079.9943445496
1510,140289.72796094313
2196,151992.57310659625
1845,181449.10149909707
2336,355496.8141774384
942,80301.77495861612
861,129626.28099723137
2555,113610.45931475563
1392,153411.6035726457
2099,250641.09144760622
1543,122719.65774280392
948,309881.9595141049
1239,186952.3344518214
22,190986.89167022659
2796,236922.86768930883
2747,180334.10298218823
92,286660.5479764583
210,177000.52030037798
1858,212159.3148868013
2228,173915.97496860765
447,207573.6350269887
827,250449.14013586706
1649,211536.55733386485
682,119034.85305800254
2698,110764.72869582637
494,163717.43780563714
214,56871.563586248434
2441,229839.30240403686
2679,106061.94411291857
1336,132097.30369787267
465,180402.02938540082
1524,139243.49855774466
2543,114771.82263377425
631,128758.57626874151
2452,302691.66323463176
228,151005.29202454502
126,166391.03826793667
1092,220342.91458972904
1122,202759.53745903645
932,209660.72659740748
1980,92775.63119008101
2171,112350.88867374812
551,153793.97999682976
2768,184853.6529361552
2056,111701.47658795072
1159,367847.43031840795
2645,130949.86171784799
1174,178495.82660749636
2266,236417.0159867974
2462,435410.80912250374
1219,146896.06172808073
2922,188484.90151067346
118,137134.59797038918
474,161632.53043343185
2576,152354.7932317251
872,302184.132511072
1077,194947.72110357624
1536,137844.0763180107
1150,115024.56202482653
2341,318899.90664336283
1931,162718.8651746012
2785,138098.59282919392
2538,118982.54084178223
597,200912.83328152425
464,188084.49929233827
233,251385.25961838558
2169,138213.74624687165
2123,169602.44862034067
1867,175595.8524788902
137,253087.08914148028
515,227454.12039885286
933,114185.44004442613
2784,162999.0490873726
972,158796.59952126176
599,165667.8121476582
2614,134852.00048624573
2582,138195.88700810063
1409,192345.29301531974
175,94132.0963511467
352,201911.97335751215
976,101213.29382508947
2134,200690.16607048037
984,106764.61409761338
2396,354740.0057943781
1673,146981.281786807
404,109777.73260951915
607,170836.41355312918
814,154595.68499818165
868,193017.892345238
2271,190106.42164358252
1633,234935.83399549767
337,159837.92003705655
2765,193725.90463673754
1746,270071.4160243792
368,292470.8486440284
2806,210518.49616087938
1662,181613.8950675932
1234,234904.72701028292
1373,128746.04302114679
1672,103219.41092101624
1939,109452.89715498406
